account_email,employment_company_name,name,start_date,end_date,currently_working,description,roles_and_responsibilities,technologies_used
gopalakrishnan.chakkaravarthy@hotmail.com,Deltacubes Technologies Pvt Ltd,Gopalakrishnan Chakkaravarthy                                                                        ,01/07/2018,08/04/2023,TRUE,"• Individual contributor to develop native windows app to communicate from Angular using socket to work on files seamlessly.
• Contributed developing reusable complex UI controls in Angular 10.x (Example: Query Builder Svg Diagram viewer search box...Etc).
• Debugging legacy C++ COM layer to fix bugs.
• Core member as part of technical recruitment.",Lead Software Engineer,Net Core 3.x Angular 11 Web Api and COM Api
gopalakrishnan.chakkaravarthy@hotmail.com,BNY Mellon Technology Pvt Ltd,Gopalakrishnan Chakkaravarthy                                                                        ,09/04/2014,06/05/2018,FALSE,Hedge Mark is a specialist in the structuring oversight and risk monitoring of hedge fund investments. Hedge Mark risk view is the platform where the investor can view the risk and return reports of the investments by fund/portfolio over different stats. This application allows user to customize the layout of the view in dynamic manner with lot of flexibility and they can drag and drop the views and save changes to load next time for better user experience.,"Technical Leader

• Mentored junior developers on .Net MVC Angular Js JavaScript Web Application Development and Services.
• Developed a SSIS Loaders to project to process 20 GB of Bloomberg market information sent as back off subscription.
• Saved 25000$ by processing market information with cached data.
• Maintained sole-ownership of 3 modules - Surveillance Risk View and HM AP NEXEN API.
• Resolved critical bugs in the product to improve performance and help customers to Go Live.
• Interviewed prospective employees and mentored junior software developers on the team.
• Provided training to fresher’s on .Net angular Js and other technologies.",Net MVC 4 C# RabbitMQ Web API Angular Js Jquery and Azure
gopalakrishnan.chakkaravarthy@hotmail.com,Technosoft Global Services Pvt Ltd,Gopalakrishnan Chakkaravarthy                                                                        ,03/03/2012,08/08/2014,FALSE,Summit health highest rated provider of on-site wellness programs for health screenings immunizations coaching and educational seminars. We have developed a system called APEX where the PHI information is processed to and from LAB and other screening locations. As a developer working on APEX system taking roles to handle the following modules of subcontractors Agency Program Management Onsite Data Entry RTDC and all mobile applications. Taking care of UI design for change request and engaged in production support to the client whenever required.,"Senior Software Engineer
• Involved in creating all the services for entire mobile apps for summit health.
• Created three portals for data entry and participant registrations for screening.
• Involved in Object creation (Tables SP’s Functions and Views) and tuning in back end.",Asp.net 3.5 C# Ajax 4.0 Crystal Reports WCF SQL Server 2008 R2 SQL Server 2012
gopalakrishnan.chakkaravarthy@hotmail.com,InterPro Global Services Pvt Ltd,Gopalakrishnan Chakkaravarthy                                                                        ,01/01/2011,12/12/2011,FALSE,This system provides the functionality to make full and final settlement process of exited employee in an organization as automation. The exited employee can view their status and collect letters and other information by login into the system. Full and final settlement process of the system includes retirals gratuity superannuation provident fund PF pension F&F statement and downloading letters.,"Senior Programmer
 Responsible for the development of new application from scratch and to support legacy applications developed in Visual Basics.",Asp.net 3.5 C# Ajax 4.0 SQL Server 2008
shubhams930215@gmail.com,Tech Q Ware Technologies Pvt Ltd,Shubham Sharma,05/04/2015,08/04/2023,TRUE,,"Sr. Software Engineer

Developed a web application from scratch for managing communication in case of emergency events or disasters for the USA market which was developed using .NET framework(MVC and Web Api) and Jquery MVC using Entity Framework.",.NET frameworkJquery
shubhams930215@gmail.com,Tech Q Ware Technologies Pvt Ltd,Shubham Sharma,05/04/2015,08/04/2023,TRUE,,"Sr. Software Engineer

Developing a web application with key role of automated staffing /hiring for the Australian market. It was developed using the .NET framework (Web Api and MVC5) and Entity Framework and JQuery for the front end. ",.NET framework (Web Api and MVC5) and Entity Framework and JQuery
shubhams930215@gmail.com,Tech Q Ware Technologies Pvt Ltd,Shubham Sharma,05/04/2015,08/04/2023,TRUE,,"Sr. Software Engineer

Developing a web application which has key role of handling payments and commissions for European countries customers. It was developed using .NET framework (MVC5 and Web Api) using Entity Framework and JQuery for front end.",.NET framework (Web Api and MVC5) and Entity Framework and JQuery
shubhams930215@gmail.com,Tech Q Ware Technologies Pvt Ltd,Shubham Sharma,05/04/2015,08/04/2023,TRUE,,"Sr. Software Engineer

Developing a web application which runs the training module for the Security agencies in airport and metro station across the world. It was developed using express JS and JQuery.",JS and JQuery.
shubhams930215@gmail.com,Tech Q Ware Technologies Pvt Ltd,Shubham Sharma,05/04/2015,08/04/2023,TRUE,,"Sr. Software Engineer

Developing a Web portal and api for flight booking for the agents across international markets. It was developed using .NET framework(MVC and Web Api) Redis cache Angular JS.",.NET framework(MVC and Web Api) Redis cache Angular JS.
shubhams930215@gmail.com,Tech Q Ware Technologies Pvt Ltd,Shubham Sharma,05/04/2015,08/04/2023,TRUE,,"Sr. Software Engineer

Developing a web application which creates contracts for the b2b agent market. It was developed using .NET core 3.1 for micro services Azure for deploying application into kubernetes Kafka Angular 6 for front end and Mongo DB.",.NET core 3.1 Azurekubernetes Kafka Angular 6Mongo DB.
jagriti.magento@gmail.com,Bluethink It Consulting Pvt. Ltd.,Jagriti Gupta,08/05/2020,08/04/2023,TRUE,I worked at this website as a senior Magento Developer. I have worked on this website for the France location with PwC Belgium Team. This website was developed for both B2B and B2C bothE-commerce. Bridgestone in a short stint of 20 years in India has grown to tremendous heights. It has become one of the major suppliers to almost all the reputed Original Equipment manufacturing (OEM) companies in India. Quality has always been a premium at Bridgestone and the strict standards followed are certified by the worlds leading authority in quality certifications.,Magento Developer,Technologies: PHP Magento 2.x Elastic Search MySQL JavaScript HTML CSSGithub Phpstorm Jira Bitbucket
jagriti.magento@gmail.com,Bluethink It Consulting Pvt. Ltd.,Jagriti Gupta,08/05/2020,08/04/2023,TRUE,Syska is one of the largest lighting luminaries and consumer electronics manufacturers in India. Shop online at competitive prices for premium quality products. In 1989 the SSK Group set up its flagship company Shree Sant Kripa Appliances Pvt. Ltd. Over the last two decades the SSK Groups pursuit of perfection has made the Group a name to reckon with across numerous verticals.,Magento Developer,Technologies: PHP Magento MySQL JavaScript HTML CSS XML AWS Filezilla FTP slack SEO SMO
jagriti.magento@gmail.com,Bluethink It Consulting Pvt. Ltd.,Jagriti Gupta,08/05/2020,08/04/2023,TRUE,Shop for high-quality outdoor clothing jackets shoes and gear at Columbia Sportswear India. Discover the latest collection of durable and reliable apparel designed for all your outdoor adventures. Based in Portland Oregon Columbia Sportswear is a global outdoor brand that crafts active lifestyle gear fortified with industry-leading technologies and tested in our own backyard. Our apparel footwear and accessories reflect our Pacific Northwest heritage and indomitable spirit.,Magento Developer,Technologies: PHP Magento MySQL JavaScript HTML CSS XML AWS Filezilla FTP slack SEO SMO
jagriti.magento@gmail.com,Bluethink It Consulting Pvt. Ltd.,Jagriti Gupta,08/05/2020,08/04/2023,TRUE,Camden Tools we pride ourselves on offering a huge selection of over 11000 products including all of the top brands from both the UK and further afield. Plus our experienced customer service team is just a click away if you need any help advice or information. Here at Camden Tools we pride ourselves on offering a huge selection of over 11000 products including all of the top brands from both the UK and further afield. Plus our experienced customer service team is just a click away if you need any help advice or information. We offer free UK shipping on all orders as well as fast dispatch and options for express shipping for those time-sensitive projects and we also deliver all over the world.,Magento Developer,Technologies: PHP Magento SEO SEM SMO PPC Facebooks Ads Instagram Ads Google Business Website Optimization Keywords Research
jagriti.magento@gmail.com,Go Ads India Pvt. Ltd.,Jagriti Gupta,12/05/2016,07/05/2020,FALSE,FabFashionz.com is a Luxury Online brand for Saris and an Indian ethnic wear brand in Handwoven pure silk saris from the roots of India with ethical business practice for over 45 years now. India has a centuries-old art and craft heritage that includes rich textile weaving traditions as well as surface pattern and embellishment techniques in handloom sarees. They impart a unique look and feel to fabric lengths and Indian handloom traditions involve working intricate designs onto fabric with delicate cotton silk silver and gold metal thread. It was embellished with sequins and precious stones and favored by royalty to evoke a sense of luxury and opulence.,SEO Specialist,Technologies: PHP Magento SEO SEM SMO PPC Facebooks Ads Instagram Ads Google Business Website Optimization Keywords Research
jagriti.magento@gmail.com,Go Ads India Pvt. Ltd.,Jagriti Gupta,12/05/2016,07/05/2020,FALSE,Bhanwar Rathore Design Studio is a Premier Design Institute in India. Founded in 2005 and having its Head Office in Ahmedabad Gujarat BRDS has grown with a distinct identity of its own. “Bhanwar Rathore Design Studio” has 12 centres in Gujarat. BRDS has emerged as the best Arts Design and Portfolio Consultancy and is guiding over 5000 students every year. The Institute progressed with its first coaching centre in Gurukul (Ahmedabad) and now we have our 4 centres in Ahmedabad (Gurukul Maninagar Bopal Satellite) Vadodara (Race Course Road) Rajkot (Kalawad Road) and Surat (Athwa).,SEO Specialist,Technologies: WordPress JavaScript HTML CSS Ajax jQuery PHP SEO SEM SMO Google Business Website Optimization Keywords Research
rajesh9205k@gmail.com,VBHC Value Homes Private Ltd Bangalore,Rajesh Kumar Tak,06/06/2013,05/05/2016,FALSE,"Business intelligence to management by integrating all data sources in the organization including ERP CRM MS Project and Excel sheets on Microsoft PowerBI.
● Developing financial models for business plans Pricing strategy cash flow projections scenario analysis IRR PBT and realizations.
● Responsible for project feasibility studies market research for product demand sales velocity and price points and coordinating with the design team for concept plan development.
● Competitor analysis by studying catchment areas to find out major players available products price trends sales history and inventory depletion.",Manager - BI,PowerBI Excel
rajesh9205k@gmail.com,Viscous Cubes Pvt Ltd Bangalore,Rajesh Kumar Tak,06/06/2016,10/05/2020,FALSE,"
● Implementing reporting and data analytics solutions for clients
● Developed data models on Power BI Tableau and QlikView to create reports and dashboards to provide real-time insight for Real Estate companies Construction Private Equity firms and Housing Finance companies.
● Implementation driving adoption training and support for ClickInsight a PowerBI-embedded web application.
● Regular meetings with clients to understand requirements and update reports and dashboards accordingly. ", Project Manager & BI Lead,SQL PowerBI MongoDB JIRA Figma Tableu Qlik
rajesh9205k@gmail.com,Final99 Systems Pvt Ltd.,Rajesh Kumar Tak,11/06/2020,08/04/2023,TRUE,"
● Construction monitoring and loan disbursement SAAS product for housing finance companies and Banks
● Data Modelling and reporting on power bi and embedding of the reports in the SaaS platfrom for end clients
● Maintenance of powerBI data model and reports periodic updates in the model as per changes in the database due to new product features and putting together various reports on a need basis. ",Data Modeller,SQL PowerBI MongoDB JIRA Figma Tableu Qlik
rajesh9205k@gmail.com,Final99 Systems Pvt Ltd.,Rajesh Kumar Tak,11/06/2020,08/04/2023,TRUE," Android platform for the housing and construction industry
● Business Insight across the company including marketing cost customer retention platform engagement etc by integrating various sources including – sql db mongo db AppsFlyer Google Adwords Google Analytics CSV files etc sources on PowerBI and developing real-time reports and dashboards.
● Drive growth of the B2C platform focused on housing Customer acquisition through various marketing channels keeping the CAC in control.
",Data Modeller,SQL PowerBI MongoDB JIRA Figma Tableu Qlik
vaibhavbangar28@gmail.com,Diverse Lynx India Pvt Ltd,Vaibhav Ankush Bangar,09/09/2022,08/04/2023,TRUE,"Creates Accounting of different transaction.
• Money market and Foreign exchange data currency are processed in our bank.
• Create debit and credit entries of transaction.
• Creates multicurrency accounting.
• Generates the FSI number as per the rule.
• Sends general ledger to higher aothority.","Software Engineer

 Requirement capture and requirements analysis.
● Worked on designing and implementing ReST Services using Spring Boot.
● Building service components / complex business logic.
● Worked on documentation and confluence page maintenance.
● Daily stand up with the team to discuss tasks and guide them to manage and complete tasks.",JEE Spring Boot Spring Data JPA Microservices   Jenkins Oracle DB
vaibhavbangar28@gmail.com,Codeft Technologies Pvt Ltd,Vaibhav Ankush Bangar,09/09/2020,09/09/2022,FALSE,Banking is the business of protecting money for others. Banks lend this money generating interest that creates profits for the bank and its customers. A bank is a financial institution licensed to accept deposits and make loans. But they may also perform other financial services.,"Software Engineer


● Requirement capture and requirements analysis.
● Worked on designing and implementing ReST Services using Spring Boot.
● Building service components / complex business logic.",Intaact Salesforce Plaid Powerfactor AWS Docker Bitbucket pipelines
vaibhavbangar28@gmail.com,Avirat Infotech,Vaibhav Ankush Bangar,02/02/2017,08/08/2020,FALSE,Maha E-Supply is a online ration supply application. In this application there are 3 modules. Super Admin Admin and User.,"Software Engineer


● Requirement capture and requirements analysisWorked on designing and implementing ReST Services using Spring Boot.
● Building service components / complex business logic.
● Worked on documentation and confluence page maintenance.
● Deep debugging and problem solving.",JEE Spring Boot Microservices Spring Data JPA MySQL
vaibhavbangar28@gmail.com,Avirat Infotech,Vaibhav Ankush Bangar,02/02/2017,08/08/2020,FALSE,In this application convert virtual money to coins.,"Software Engineer

Worked on designing and implementing ReST Services using Spring Boot.
● Implemented scheduler to call Microsoft Graph using ReST calls to fetch Outlook calendar meetings and OneDrive documents.",Spring Boot MySQL Spring Data JPA.
vaibhavbangar28@gmail.com,Avirat Infotech,Vaibhav Ankush Bangar,02/02/2017,08/08/2020,FALSE,"

Public Distribution System (PDS) is a national program that distributes subsidized food to the poor population of the country. Major commodities distributed under this system include rice wheat sugar and kerosene these food grains are partly procured from Food Corporation of India (FCI) which is a central body and partly contributed by the state from its own produce. It reaches the end consumers through Fair Price Shop (FPS) spread across the nation. This is the largest distribution network in the world operated with collaborative efforts of Union and State governments in India. AchyutAnjaliSoft is a desktop application .The main purpose of this project is to maintain the whole process of distribution of foods from district to taluka and taluka to village.""							","

Software Engineer
● Requirements analysis.
● Responsible for development of code.
● Solving defects.
● Documentation of various modules.
● Maintaining various optimization reports",Core Java Swing MySQL
chirag.ali47@gmail.com,Calidad,Samay Thakkar,02/02/2021,08/04/2023,TRUE,"
Restaurant management mobile application for Order confirmation Table reservation Check creation Payment verification on Stripe and Application’s integration with Point Of Sale and Property Management System like cloudbed and oracle.
Worked on End to End ETL testing of different integration from data collection transformation and globalization.","Senior QA

Manual Testing
● Checking integration of application with POS and PMS
● Validating payment confirmation on Stripe using API
● Attending Sprint Ceremonies",Python with Appium Pytest-BDD Allure Reporting Jenkins AWS browserstack Docker Aloha Toast symphony Omnivore Micros Jira
chirag.ali47@gmail.com,Calidad,Samay Thakkar,02/02/2021,08/04/2023,TRUE,Levi Strauss Co. is an American clothing company known worldwide for its Levis brand of denim jeans. It was founded in May 1853 when German-Jewish immigrant Levi Strauss moved from Buttenheim Bavaria to San Francisco California to open a West Coast branch of his brothers New York dry goods business,"Senior QA

Manual Testing
● Creating framework from scratch using pyhton
● Fetching CSV code and generating updates CSV and comparing both using pyhton
● Uploading the CSV generated from code to AWS",Intaact Salesforce Plaid Powerfactor AWS Docker Bitbucket pipelines
samay.thakkar@outlook.com,S&P Global,Samay Thakkar,07/07/2019,01/02/2021,FALSE,"S&P Global Inc. is an American publicly traded corporation headquartered in Manhattan New York City. Its primary areas of business are financial information and analytics.
",Senior Software Development in Test ,Python Pytest-BDD Apache Airflow ELK stack Snowflake Azure Devops
samay.thakkar@outlook.com,S&P Global,Samay Thakkar,07/07/2019,01/02/2021,FALSE,Batchservice/Batchleads is ultimate all-in-one prospecting platform. The platform enables real estate investors agents and brokers along with home services and mortgage professions to find more prospects close more deals and maximize revenue.,"Senior Software Development in Test

Creation of automation framework
● Automation of APIs
● Writing Manual Test Cases
● Testing the new features – Regression Sanity Smoke
● API Testing
● Validating and fixing test failures.
● Performance Testing using Jmeter
● Attending scrums and sprint ceremonies.",Linux Python Pytest Requests Library Databricks Insomnia Postman Mocha Chai with Typescript JMeterJira Docker
samay.thakkar@outlook.com,S&P Global,Samay Thakkar,07/07/2019,01/02/2021,FALSE,Investment banking services(Confidential),"Senior Software Development in Test

● Automation of Test cases in Java
● Debugging Tests in QTP
● Load Testing using Visual Studio",Java TestNg Spring Boot Jira Integration with framework Writing Test cases
samay.thakkar@outlook.com,Sapient,Samay Thakkar,03/03/2018,04/04/2019,FALSE,"We are among the leaders of mobility solutions providers and cater to over two billion platform users globally. Our technology products enable our customers to increase revenue operate profitably and make a difference.

","Leading QA Backend Team
●  Managing Jira Tasks for QA
● Writing manual tests
● Writing automation tests for API
● UI Automation
● Performance scripting and testing Locust.
● Maintaining CI/CD QA scripts
● Attending scrums and sprint ceremonies.", Python Jmeter Pytest Locust Jenkins Postman Jira
samay.thakkar@outlook.com,Hughes Systique Pvt. Ltd,Samay Thakkar,12/12/2017,03/01/2018,FALSE,"
Building a model in the finance domain and to predict whether a customer would be interested in Vehicle Insurance is extremely helpful for the company because it can then accordingly plan its communication strategy to reach out to those customers and optimize its business model and revenue. Extracting the meaningful pattern from data to get the key outcomes.

Built to align State Transportation Agencies Industry Partners and Federal Aid Program requirements.","QA Engineer

Responsible for Data processing Data imbalance to balance it we use SMOTE.
● Responsible for handling missing values and outliers used Statistics Knn imputer.
● Analysis data using Tableau
● Checking relationships in tables using SQL
● Detecting outliers using IQR to handle it we did capping.
● Responsible for Model building RFGBLR and SVM..
● working with pandas numpy sklearn matplotlib seaborn etc
● Good in Model validation like AUC ROC MSE MAE F1_Score precision recall",
samay.thakkar@outlook.com,Eco-Mail Development India Pvt.,Samay Thakkar,05/05/2016,12/01/2017,FALSE,"Openwage gives employees immediate access to their earnings. Employees love this financial wellbeing benefit. Zero cost to your company.


Mybox a Hero Electronics venture is a Govt. Recognized Research and Development House launched with a mission of becoming India’s leading Digital Electronics brand across the globe with products in Set-Top-Box and Internet of Things (IoT) space.","QA Engineer
● Automation of Web and Mobile tests on IOS and Android
● Running the CircleCI jobs
● Attending sprint ceremonies
● Raising defects and tracking",Java with Selenium and Appium Serenity CircleCI Jira Kuberenetes Docker
samay.thakkar@outlook.com,On Demand Agility Solutions Pvt. Ltd,Samay Thakkar,11/3/2013,01/01/2016,FALSE,A cloud based online software that provides Intuitive and comprehensive solutions integrated with impeccable management of employees payroll processing in real-time.,"Software Engineer

Creation of framework
● Automation of Web Application
● Running the tests in Teamcity",WebdriverIO with Typescript Cucumber Allure Reporting
setiya.hitesh@gmail.com,DreamOrbit Softech Pvt Ltd,Hitesh,07/07/2021,08/04/2023,TRUE,"
This is Logistics Application our role is Add new features and resolve the production Bugs. This product divided into multiple part. Developed the functionalities under Agile Methodology JIRA processes and used JIRA for task assignment bug tracking and fixing. Used Postman to test API workflow tested on JSON files. Followed Test Driven Development (TDD).



",Software Engineer ,Java 8 Java/J2EE Spring Boot Web Services JSP Servlet NetBeans Oracle Junit JDBC template GIT Gitlab
setiya.hitesh@gmail.com,DreamOrbit Softech Pvt Ltd,Hitesh,07/07/2021,08/04/2023,TRUE,"
This is common Logistics Application work multiple clients This application architecture divided into multiple layers like Admin manger Service. This is monolithic architecture follow mvc pattern we use Spring MVC with JSP Our role is to add new features and resolve bugs.","Software Engineer

● Developed the functionalities under Agile Methodology JIRA processes and used JIRA for task assignment bug tracking and fixing.
●Followed Test Driven Development (TDD).",Java 8 Java/J2EE Spring Boot Spring Data Web Services  Spring IntelliJ  Oracle  Junit Mockito GIT Gitlab.
setiya.hitesh@gmail.com,DreamOrbit Softech Pvt Ltd,Hitesh,07/07/2021,08/04/2023,TRUE,"
TU ( TransUnionHK Wrapper) will be responsible for consuming Transunion APIs response of APIS we convert to Transunion Atlas Environment Perform logical operations based on requirements And make TransUnionHK Wrapper Rest APIs. TransUnionHK Mobile Application is responsible to consume TU HK Wrapper APIs
","Software Engineer

Developed the functionalities under Agile Methodology JIRA processes and used JIRA for task
assignment bug tracking and fixing.",Java 8 Spring Boot IntelliJ  Junit Map Struct GIT Gitlab Soap UI
setiya.hitesh@gmail.com,Dogra Technologies Pvt Ltd,Hitesh,12/12/2020,06/06/2021,FALSE,"BIS ( Billing Integration system) will be responsible for calling discounts and calculating same on the subscription products in killBill system. However these discounts calculation will be done on BIS side using third party billing software (in this case its KillBill ). Working and good understanding kill bill api using killbill client like account subscription invoices and catalog plugin discounting engine. Developed the functionalities under Agile Methodology JIRA processes and used JIRA for task assignment bug tracking and fixing.
",Junior Java Developer,Java 8 Spring Boot IntelliJ  Junit KillBill GIT Github Postman.
setiya.hitesh@gmail.com,Dogra Technologies Pvt Ltd,Hitesh,01/05/2020,12/06/2020,FALSE,"
Digital menus have allowed operators to take control of pricing. Beautiful graphics are used to showcase the fresh ingredients that consumers want. The latest generation of digital menus gives restaurant operators more control. With the use of our Digital Menu Controller software they can easily and instantly update menu prices. Developed the functionalities under Agile Methodology JIRA processes and used JIRA for task assignment bug tracking and fixing.",Junior Java Developer,Thymeleaf JavaScript Java 8 Spring Boot IntelliJ  Junit JDBC Template GIT Bitbucket Junit Postman MYSQL JPA Hibernate.
tejas.p@goldeneagle.ai,Golden Eagle IT Technologies Pvt Ltd.,Tejas Patil,03/03/2017,08/04/2023,TRUE,"
It is a degeneration of the knee’s articular cartilage. Knee osteoarthritis is by far the most common type of arthritis to cause knee pain and often referred to as simply knee arthritis. Building a Model to detect the grade of knee by providing x-ray image. It will help organizations which type of treatment we need to provide patients.



","
Associate Data Engineer
● Responsible for Data Gathering Due to less amount of images we created data by using Data Augmentation technique from Image Data Generator.
● Responsible for Model building We use CNN model activation function used in Relu and Softmax. For validation loss we used both Categorical_Crossentropy
● Worked with tensorflow keras good in Deep learning.
● We used Batch Normalization and Dropout for increasing accuracy vs previous accuracy.",
tejas.p@goldeneagle.ai,Golden Eagle IT Technologies Pvt Ltd.,Tejas Patil,03/03/2017,08/04/2023,TRUE,"
Building a model in the Healthcare domain and to predict whether the diagnosed prostate cancer patient will survive or not. It will help an organization for those patients who won't survive so that they can try to give the best treatment and save their patients life.","Associate Data Engineer


● Responsible for data preprocessing Imputed Nan values by Knnimputer and also statistical method (MeanMedianMode).Detected outliers by IQR and Handled Outliers by capping because the dataset has 5% outliers.
● Data is imbalanced  to balance it we used SMOTE",
tejas.p@goldeneagle.ai,Golden Eagle IT Technologies Pvt Ltd.,Tejas Patil,03/03/2017,08/04/2023,TRUE,"
Building a model in the finance domain and to predict whether a customer would be interested in Vehicle Insurance is extremely helpful for the company because it can then accordingly plan its communication strategy to reach out to those customers and optimize its business model and revenue. Extracting the meaningful pattern from data to get the key outcomes.

","Associate Data Engineer

Responsible for Data processing Data imbalance to balance it we use SMOTE.
● Responsible for handling missing values and outliers used Statistics Knn imputer.
● Analysis data using Tableau
● Checking relationships in tables using SQL
● Detecting outliers using IQR to handle it we did capping.
● Responsible for Model building RFGBLR and SVM..
● working with pandas numpy sklearn matplotlib seaborn etc
● Good in Model validation like AUC ROC MSE
MAE F1_Score precision recall",
vidish1@gmail.com,QuanticEdge Software Solutions LLP,Vidish Purohit,01/05/2017,08/04/2023,TRUE,"
It is an E-Commerce website which let you create the clones of all the WebApp or Applications. Client needs to share the details what he wanted only. Admin panel is there to track orders of customer and manage orders and have functionality to order on behalf of customers. We have additional security key other that login for doctor so if anyone knows user’s credentialsthen he/she cannot order on behalf on doctor.






","Sr. Solution Architect & Tech Lead

Analysis
• Database Design
• Development
• Client Calls & Demo",WordPress Woocommerce
vidish1@gmail.com,QuanticEdge Software Solutions LLP,Vidish Purohit,01/05/2017,08/04/2023,TRUE,"
This is the web app that is used to get custom reviews as per client’s needs. Admin can change all the features data dynamically.
","Sr. Solution Architect & Tech Lead
Analysis
• Development of Web Portal
• Unit Testing
• Deployment",WordPress & MySQL
vidish1@gmail.com,QuanticEdge Software Solutions LLP,Vidish Purohit,01/05/2017,08/04/2023,TRUE," This is a Denmark-based client’s project. They have 12 Woo shops & idea behind creating this Codeigniter portal is to store all the Woocommerce store’s data in one place.
• So their staff members can access this portal pack it & deliver it to their customers.
• We have used different payment gateway APIs Vipps PayPal Epay & Klarna. For Delivery we have used Webshipper & Unifaun Apis.
",Sr. Solution Architect & Tech Lead ,CI & MySQL
vidish1@gmail.com,Squad Technologies Pvt. Ltd.,Vidish Purohit,01/05/2017,08/04/2023,TRUE,"
 Rothco is America’s foremost wholesale supplier of military tactical and outdoor products.
• They carry an extensive line of apparel and gear available for domestic and overseas sale to re-sellers of all types: retail wholesale military police security outdoor productspublic safety tactical screen printers uniform dealers fashion retailers sportswear and apparel shops.",Sr. Developer Business Analyst Database Designer Interact with Client Module design and Development.,Laravel & MySQL
vidish1@gmail.com,Squad Technologies Pvt. Ltd.,Vidish Purohit,01/05/2017,08/04/2023,TRUE,"
Pabau CRM is a fully featured Medical Practice Management Software designed to serve SMEs Agencies. • Pabau CRM provides end-to-end solutions designed for Web App. • This online Medical Practice Management system offers E-Prescribing Multi-Physician Patient Registration EMR / EHR Insurance Eligibility Verification at one place.
",Solution Architect(Remote ),Laravel & MySQL
vidish1@gmail.com,Squad Technologies Pvt. Ltd.,Vidish Purohit,01/05/2017,08/04/2023,TRUE,www.giftbasket.com is a website which allows users to order Giftbasket to their relatives or for their self.,"Analysis
• Database Design
• Development
• Module design and Development
• Client Calls & Deployment",
vidish1@gmail.com,Squad Technologies Pvt. Ltd.,Vidish Purohit,01/05/2012,01/06/2013,FALSE,"News site is a fully featured News CRM. - You will find latest news there. - This news site have different user roles for Normal user admin and author. - Team Size: 2. Corpshaala

",Development Unit Testing Deployment,WordPress & MySQL
vidish1@gmail.com,Squad Technologies Pvt. Ltd.,Vidish Purohit,01/05/2012,01/06/2013,FALSE,"
Corpshaala is the next-gen AI platform for students colleges and employers to connect and explore opportunities from internships to jobs. - User can register himself. - Admin panel is there to track students/employees all the details and can modifications as per need. ", Development of Web Portal Unit Testing Deployment,WordPress & MySQL
rajeshawariravindra@gmail.com,Astralprise Software Technologies Pvt Ltd,Rajeshwari B R,03/03/2019,04/04/2023,FALSE,"In this project we have introduced a fully-fledged e-commerce website which also includes a product review and blog portal. The website will be an end-to-end working condition that includes features like add to cart an easy payment option and a database that generates messages to the customer and also stores the data.

","

 Managed the roles of SCM Administrator and Build engineer in this project.
• Creating New Repositories and branches in GitHub.
• Setting up the new build environment for various products in the Linux environment implemented the Release practice and was responsible for pushing builds into DEV/ QA /Pre-Production environments.
• Recommendation of SCM/Build/Release Process.
• Involved in the Deployment of the application using WebLogic.
• Involved in scheduling the automated build called Nightly Builds in Jenkins.
• Interacting with developers to sort out issues related to Build Automation.
• Creating Jenkins Jobs.
• Maintaining Deployment guides for each release.
• Uploading the artifacts in Nexus repository.
• Involved in Jenkins Administrator.
• Project involved the usage of maintaining repository and version control.
• Continuous improvement of the SCM process
• Involved in Branching and tagging of code delivery at required releases.
• Co-work with the globally distributed Development team to fix the Build related issues.
• Development of shell scripts for automation of existing manual processes.
• Analyzing application logs in order to determine the possible cause of issues and reporting errors directly to the dev team.
• Involved in Application support end to end and troubleshooting the issues reported by QA team.",Java/J2EE WebLogic Apache Tomcat Linux Jenkins Shell Scripting Maven and Nexus artifactory
ahmad@elsner.in,Elsener Technologies,Ahmad Palsaniya,01/01/2022,08/04/2023,TRUE,"Medidoor is a new online shop for the pharmacy to receive payment online the display offers to all customers to send an automatic reminder for monthly medicines patients can send prescriptions via app & much more to get in touch with all customers from anywhere all the time.",IOS Developer,
ahmad@elsner.in,Elsener Technologies,Ahmad Palsaniya,01/01/2022,08/04/2023,TRUE,"
I have developed the Absolute Health Centre app for iPhone and iPad with Swift Programming language. - It works on a clinic related app. - Patient Book Appointments of a particular doctor and that doctor accept approval and confirm that appointment. - Also Chat functionality is there so patients and doctors communicate with each other. - Whenever appointment time is near then the doctor can alert that patient for his appointment. - Manage Push notification via firebase.
",IOS Developer,
ahmad@elsner.in,Elsener Technologies,Ahmad Palsaniya,01/01/2022,08/04/2023,TRUE,"
Mandaliya Medicals is a new online shop for the pharmacy to receive payment online the display offers to all customers to send an automatic reminder for monthly medicines patients can send prescriptions via app & much more to get in touch with all customers from anywhere all the time ",IOS Developer,
ahmad@elsner.in,Elsener Technologies,Ahmad Palsaniya,01/01/2022,08/04/2023,TRUE,"
Digital job cards and estimates on your fingertips. - Automatic notifications to customers & one-click WhatsApp option. Remind your customers at the right time and grow the business. - Track business profitability in real-time. - Manage end-to-end stock from purchase order to inventory. - Manage your customer's workshop visit from booking through to driving away happy. - Prepare TAX-compliant invoices with the simplest interface. - Go green with completely paperless workshop operations.
",IOS Developer,
ahmad@elsner.in,Attune Infocom Pvt. Ltd,Ahmad Palsaniya,01/01/2017,12/12/2021,FALSE,"
ManiCouture is a fashion destination for online shopping. Choose from the best of brands and shop for clothing footwear accessories and home furnishing for men women and kids all at the click of a button.


",IOS Developer,
