account_email,title,employment_type,company_name,location,start_date,end_date,currently_working,description
rajeshawariravindra@gmail.com,DevOps Engineer,FTE,Astralprise Software Technologies Pvt Ltd,,19/03/2019,04/04/2023,FALSE,"In this project we have introduced a fully-fledged e-commerce website which also includes a product review and blog portal. The website will be an end-to-end working condition that includes features like add to cart an easy payment option and a database that generates messages to the customer and also stores the data.
IOTGBoard Support Package (BSP) is a collection of information that defines how to support a hardware device set of devices or hardware platform. The BSP includes information about the hardware features present on the device and kernel configuration information along with any additional hardware drivers required. BSP BOARD integrates with multiple ingredients like BIOS GFX AUDIO VIDEO."
rajeshawariravindra@gmail.com,DevOps Engineer,FTE,Technovins,,05/05/2023,08/04/2023,TRUE,
ahmad@elsner.in,iOS Developer,FTE,Elsener Technologies,,01/01/2022,08/04/2023,TRUE,"Medidoor is a new online shop for the pharmacy to receive payment online the display offers to all customers to send an automatic reminder for monthly medicines patients can send prescriptions via app & much more to get in touch with all customers from anywhere all the time.

I have developed the Absolute Health Centre app for iPhone and iPad with Swift Programming language. - It works on a clinic related app. - Patient Book Appointments of a particular doctor and that doctor accept approval and confirm that appointment. - Also Chat functionality is there so patients and doctors communicate with each other. - Whenever appointment time is near then the doctor can alert that patient for his appointment. - Manage Push notification via firebase.


Mandaliya Medicals is a new online shop for the pharmacy to receive payment online the display offers to all customers to send an automatic reminder for monthly medicines patients can send prescriptions via app & much more to get in touch with all customers from anywhere all the time


Digital job cards and estimates on your fingertips. - Automatic notifications to customers & one-click WhatsApp option. Remind your customers at the right time and grow the business. - Track business profitability in real-time. - Manage end-to-end stock from purchase order to inventory. - Manage your customer's workshop visit from booking through to driving away happy. - Prepare TAX-compliant invoices with the simplest interface. - Go green with completely paperless workshop operations."
ahmad@elsner.in,IOS Developer,FTE,Attune Infocom Pvt. Ltd,,01/01/2017,12/12/2021,FALSE,"
ManiCouture is a fashion destination for online shopping. Choose from the best of brands and shop for clothing footwear accessories and home furnishing for men women and kids all at the click of a button.

ZAMY is a combination of RESTAURANT MANAGEMENT POINT OF SALES FOOD ORDERING DELIVERY PARTNER. - We not only connect people to food but work closely with restaurants to Manage their Restaurant Sales Food Delivery and Food Ordering System to enable a sustainable ecosystem of restaurants. - The system that existed was extremely complex and not connected with each other. We pivoted everything on the one platform called ZAMY we know today.

All in the loop is a platform of virtual event management. - This app implemented Broadcasting live streaming meeting room video calling audio calling and many more features available for connecting people virtually. - Here we are using agora sdk and Twilio sdk for the live streaming concept. - Also implemented real-time chat through a web socket "
krishn.tushar@gmail.com,Devops Engineer,FTE,Neepanlok Infotech Pvt. Ltd,,04/04/2017,03/03/2021,FALSE,
krishn.tushar@gmail.com,Sr.Devops Engineer,FTE,ClimsTech Pvt. Ltd,,04/04/2021,08/04/2023,TRUE,
sumeet@teaminnovatics.com,Senior Business Analyst,FTE,Innovatic.,,01/01/2023,08/04/2023,TRUE,Empowering organizations to make data-driven decisions with intuitive dashboards and reports.
sumeet@teaminnovatics.com,Business Analyst,FTE,Innovatics,,10/10/2021,12/12/2022,FALSE,
sumeet@teaminnovatics.com,Business Intelligence,FTE,Open Destinations,,01/01/2020,09/09/2021,FALSE,
prathamesh.kulkarni@salorix.in,Sr. .Net Developer,FTE,Salorix Consulting,,03/03/2022,08/04/2023,TRUE,"This application is used to provide secret manager services across the organization. This includes support for all users to store their secret  create key vault  Role assignment password rotation Grant-Revoke access. All these secret management service is provided in most secured way as following all the best security practises. This application uses modern tech stacks such as GraphQL Azure functions C# Durable functions Angular PWA Dockerize deployment.
"
prathamesh.kulkarni@salorix.in,Technology Lead,FTE,Saviant Consulting Pvt. Ltd (India),,07/07/2018,03/01/2022,FALSE,"
This application is used to discover the devices available in network and communicate the monitoring devices which measures data from multiple sensors. This is a subscription-based application In which changed in device properties can be purchased as a subscription and used. This application also uses GraphQL to represent device structure to outside application. The application helps to keep track of devices its measurement data and some physic calculation over sensor data such as unit conversion Zeroing etc. This application do not uses any database to store its data. All streaming data gets stored in file bases system. These devices supports OPC UA client server structure which helps to communicate. OPC UA node structure defines device object model and its hierarchy. Application helps in tracking the maintenance schedule of the devices"
prathamesh.kulkarni@salorix.in,Senior Software Engineer,FTE,ASM ENTERPRISE SOLUTIONS,,05/05/2017,07/05/2018,FALSE,The application provides the facility for Horse owners in US to show case their horses. This application mainly works for American paint horse association. This application allows user to purchase  transfer their horses. Organize and participate in multiple shows. It also provides horse owners to conduct multiple medical health check-up of horses such as DNA.
prathamesh.kulkarni@salorix.in,Technical lead,FTE,SUVIDHAA INFOSERVE (India).,,03/03/2014,04/04/2017,FALSE,The application helps the industry to scan multiple documents perform data operation and provide analytics. This existing application uses on-premises data centre. Our team helps them to migrate their whole application Azure cloud with different environment setup. We organize their release process and provided containerization deployment support.
prathamesh.kulkarni@salorix.in,Software Developer,FTE,BSG IT SOFT,,04/04/2013,05/05/2014,FALSE,The application is meant for the Reliance LPG gas user. This applications keeps track of their users analytics data and tracking of their bottling plants. Used RFID and barcode implementation to keeps track of LPG cylinders. Used google api for live tracking of delivery. Integrate Billdesk payment gateway which helps user to pay amount using UPIcard and netbanking. Later we migrate this application on AWS cloud platform to reduce in house data centre infra cost.
prathamesh.kulkarni@salorix.in,Software Engineer,FTE,Techmodi Inc. (India),,02/02/2012,04/04/2013,FALSE,This application is used to authenticate user from Azure AD to provide secured session based access to AWS services. This helps to minimize risk and provide most secure access to AWS without separately authorizing on AWS side. For this We have used AWS sts sessions.
bhaveshbhuva108@gmail.com,,FTE,Eliteware Solutions Pvt Ltd.,,06/06/2018,08/04/2023,TRUE,Balaji restaurant received assistance from Eliteware solutions to design an appealing website that provides a user-friendly experience to all visitors regardless of their level of technological expertise. The website is mobile-friendly and can be accessed on any mobile device. Additionally Eliteware aided in promoting the restaurant through digital marketing efforts to raise awareness in the local community.
bhaveshbhuva108@gmail.com,,FTE,Eliteware Solutions Pvt Ltd.,,06/06/2018,08/04/2023,TRUE,We worked with LovinDxb to create a stunning and clearer website that escalated the traffic of the number of visitors seeking what Dubai has to offer in their favour. We created simple design attractive pages and segregated the services like best places in town night life ladies night etc. that led to hassle-free and quick searches for the website. They have become a one-stop-solution for all travel woes when in Dubai and takes you on a virtual tour of dreaming and planning
bhaveshbhuva108@gmail.com,Wordpress Developer,FTE,IBL INFOTECH PVT. LTD,,06/06/2016,05/05/2018,FALSE,"Arvind Envisol is a renowned brand that offers top-notch wastewater management services to industries enabling them to balance profitability with sustainability by optimizing their limited water resources. However the company faced the challenge of raising awareness in society and encouraging industries to adopt its solutions.
The primary reasons for this were their outdated website design and lack of digital marketing strategies. To address these challenges Arvind Envisol needed to revamp its online presence and implement effective digital marketing processes to promote its services and increase visibility."
bhaveshbhuva108@gmail.com,PHP Web Developer,FTE,Upwork,,04/04/2014,12/12/2016,FALSE,"
Created and designed 290 APIs that map the distance and automate calls using the Àaravel framework for iOS¹application. Developed a chat module using meteor framework for internal communication in a company. Aed a team of 12 developers and nine interns. Implemented the Scrum methodology to save 8+ meeting hours per week per dev and improve the overall efficiency & productivity of the team."
